user_id,activity_id,start_time
90782,4288306,2021-06-16 00:57:12.489545+00:00
81042,4287916,2021-06-15 19:19:45.986759+00:00
6190,4288038,2021-06-15 20:33:05.032552+00:00
61874,4288770,2021-06-16 02:41:40.942352+00:00
38599,4288955,2021-06-16 03:12:32.573341+00:00
35674,4289047,2021-06-16 03:29:31.237531+00:00
2610,4289100,2021-06-16 03:39:04.273232+00:00
35674,4289490,2021-06-16 04:39:27.636251+00:00
87138,4289429,2021-06-16 04:28:52.109789+00:00
61874,4291253,2021-06-16 08:31:14.859668+00:00
91086,4289566,2021-06-16 04:54:03.629948+00:00
77561,4289585,2021-06-16 04:58:28.193283+00:00
91086,4289565,2021-06-16 04:54:03.614407+00:00
88653,4289587,2021-06-16 04:58:35.399719+00:00
77561,4289584,2021-06-16 04:58:28.179921+00:00
35674,4289637,2021-06-16 05:05:03.811073+00:00
28621,4289995,2021-06-16 05:59:01.090000+00:00
28621,4290005,2021-06-16 06:00:13.042395+00:00
88653,4290062,2021-06-16 06:07:45.770234+00:00
88653,4289586,2021-06-16 04:58:35.386341+00:00
25313,4290200,2021-06-16 06:24:29.716139+00:00
88653,4290360,2021-06-16 06:47:46.897808+00:00
81042,4290782,2021-06-16 07:39:30.780298+00:00
21317,4291224,2021-06-16 08:28:11.042066+00:00
21317,4291233,2021-06-16 08:29:01.693565+00:00
26580,4289764,2021-06-16 05:27:37.401464+00:00
35674,4289772,2021-06-16 05:28:50.185045+00:00
88653,4289780,2021-06-16 05:29:44.398298+00:00
28621,4285101,2021-06-15 13:09:30.559272+00:00
26580,4290145,2021-06-16 06:17:36.855150+00:00
2610,4290271,2021-06-16 06:34:27.756854+00:00
26580,4290452,2021-06-16 06:59:04.479841+00:00
6323,4290445,2021-06-16 06:57:47.902611+00:00
26580,4290563,2021-06-16 07:13:17.197009+00:00
26580,4290612,2021-06-16 07:20:24.717980+00:00
93774,4291134,2021-06-16 08:18:14.081508+00:00
93774,4291135,2021-06-16 08:18:14.095509+00:00
81042,4293778,2021-06-16 13:32:02.713638+00:00
28531,4292986,2021-06-16 12:11:53.100648+00:00
28531,4293180,2021-06-16 12:31:42.665007+00:00
81042,4293119,2021-06-16 12:24:57.850586+00:00
81042,4293476,2021-06-16 13:03:28.627333+00:00
2610,4291514,2021-06-16 09:06:44.132356+00:00
91086,4291644,2021-06-16 09:24:06.094912+00:00
2610,4291811,2021-06-16 09:42:02.978755+00:00
8062,4292171,2021-06-16 10:29:43.183760+00:00
21317,4292474,2021-06-16 11:13:12.603600+00:00
38599,4292460,2021-06-16 11:10:55.417817+00:00
28531,4292609,2021-06-16 11:26:21.228652+00:00
28531,4292608,2021-06-16 11:26:21.207554+00:00
28531,4292786,2021-06-16 11:44:32.104949+00:00
81042,4292906,2021-06-16 12:01:36.302671+00:00
60964,4293396,2021-06-16 12:56:36.482290+00:00
95712,4293529,2021-06-16 13:08:43.438520+00:00
89201,4294077,2021-06-16 14:06:20.636343+00:00
57884,4294043,2021-06-16 14:00:41.136712+00:00
89201,4294076,2021-06-16 14:06:20.602945+00:00
57884,4294147,2021-06-16 14:13:21.156254+00:00
57884,4294149,2021-06-16 14:13:28.839955+00:00
89201,4294223,2021-06-16 14:20:11.058925+00:00
96887,4294759,2021-06-16 15:10:27.001652+00:00
96887,4294758,2021-06-16 15:10:26.981585+00:00
8962,4295038,2021-06-16 15:43:07.034016+00:00
26580,4295189,2021-06-16 15:58:34.203708+00:00
46558,4295500,2021-06-16 16:35:51.800571+00:00
46558,4295499,2021-06-16 16:35:51.771819+00:00
89386,4295639,2021-06-16 16:54:26.100804+00:00
81042,4299107,2021-06-17 08:06:49.528454+00:00
89201,4295911,2021-06-16 17:25:10.924874+00:00
6190,4296573,2021-06-16 20:32:23.732918+00:00
6190,4296587,2021-06-16 20:57:09.157409+00:00
68292,4297448,2021-06-17 04:04:51.403227+00:00
88653,4297880,2021-06-17 05:17:57.248094+00:00
68292,4297859,2021-06-17 05:14:05.706258+00:00
88653,4298224,2021-06-17 06:03:54.743218+00:00
26580,4298356,2021-06-17 06:21:30.621127+00:00
95712,4293449,2021-06-16 13:00:47.979798+00:00
95712,4293448,2021-06-16 13:00:47.959504+00:00
45989,4295955,2021-06-16 17:30:48.463871+00:00
96887,4296029,2021-06-16 17:41:13.722544+00:00
6190,4296500,2021-06-16 19:30:09.962582+00:00
87138,4296647,2021-06-16 23:20:41.204997+00:00
6190,4296596,2021-06-16 21:20:26.170822+00:00
63748,4296958,2021-06-17 02:06:38.175155+00:00
25313,4297316,2021-06-17 03:38:25.740649+00:00
95712,4297498,2021-06-17 04:15:48.752639+00:00
7102,4297684,2021-06-17 04:46:25.629877+00:00
7102,4297685,2021-06-17 04:46:25.644355+00:00
35674,4297956,2021-06-17 05:27:11.888807+00:00
6323,4297992,2021-06-17 05:30:57.209763+00:00
26580,4298303,2021-06-17 06:12:58.652138+00:00
61874,4258199,2021-06-12 08:49:45.249728+00:00
88653,4298576,2021-06-17 06:53:09.829758+00:00
89386,4298527,2021-06-17 06:48:05.939213+00:00
89386,4298711,2021-06-17 07:07:35.533389+00:00
88653,4298752,2021-06-17 07:14:53.515810+00:00
96172,4298857,2021-06-17 07:31:45.815402+00:00
96172,4298858,2021-06-17 07:31:45.831156+00:00
28531,4299204,2021-06-17 08:19:52.641040+00:00
88653,4299503,2021-06-17 09:13:02.446179+00:00
28531,4299331,2021-06-17 08:46:24.632906+00:00
91086,4300001,2021-06-17 10:23:27.443837+00:00
2610,4299431,2021-06-17 09:00:47.462770+00:00
102410,4299740,2021-06-17 09:50:11.462673+00:00
102410,4299741,2021-06-17 09:50:11.483744+00:00
102410,4299910,2021-06-17 10:11:17.428590+00:00
102410,4300032,2021-06-17 10:29:00.085282+00:00
28516,4234563,2021-06-09 10:37:48.581062+00:00
102410,4300375,2021-06-17 11:04:54.486489+00:00
30582,4300559,2021-06-17 11:15:17.967949+00:00
21317,4300548,2021-06-17 11:14:21.491920+00:00
21317,4300555,2021-06-17 11:15:05.131520+00:00
30582,4300600,2021-06-17 11:20:42.401907+00:00
8062,4301702,2021-06-17 13:31:07.874754+00:00
89386,4301714,2021-06-17 13:33:43.605038+00:00
102410,4301687,2021-06-17 13:27:57.745501+00:00
2610,4301718,2021-06-17 13:34:29.631976+00:00
26580,4299613,2021-06-17 09:32:18.346352+00:00
28531,4301181,2021-06-17 12:22:06.823029+00:00
89201,4301631,2021-06-17 13:18:54.227471+00:00
96887,4301626,2021-06-17 13:17:45.198101+00:00
102410,4302063,2021-06-17 14:21:41.975063+00:00
102410,4302477,2021-06-17 15:07:58.111093+00:00
12671,4302642,2021-06-17 15:28:14.847860+00:00
89386,4302900,2021-06-17 15:58:10.161120+00:00
105225,4302695,2021-06-17 15:34:56.328042+00:00
105225,4302694,2021-06-17 15:34:56.302929+00:00
11729,4303002,2021-06-17 16:09:06.424898+00:00
102410,4303160,2021-06-17 16:26:32.723500+00:00
88653,4305865,2021-06-18 05:33:49.235783+00:00
47954,4303494,2021-06-17 17:04:43.716064+00:00
30582,4304493,2021-06-18 00:57:30.600550+00:00
42048,4304530,2021-06-18 01:12:17.260231+00:00
61874,4304688,2021-06-18 01:54:51.435596+00:00
63748,4304844,2021-06-18 02:22:08.915267+00:00
42048,4305184,2021-06-18 03:21:17.035088+00:00
106963,4305290,2021-06-18 03:46:49.298896+00:00
2610,4305351,2021-06-18 03:59:08.542070+00:00
96887,4305666,2021-06-18 04:57:57.186268+00:00
26580,4305762,2021-06-18 05:17:54.159794+00:00
106598,4304326,2021-06-17 21:03:16.899612+00:00
106598,4304325,2021-06-17 21:03:16.880950+00:00
30582,4304480,2021-06-18 00:51:00.475371+00:00
99595,4304593,2021-06-18 01:32:14.225774+00:00
99595,4304592,2021-06-18 01:32:14.210607+00:00
2610,4304886,2021-06-18 02:30:00.527700+00:00
106963,4305238,2021-06-18 03:32:57.160419+00:00
106963,4305237,2021-06-18 03:32:57.137753+00:00
95712,4305382,2021-06-18 04:05:20.670274+00:00
2610,4305424,2021-06-18 04:15:28.518671+00:00
88653,4308823,2021-06-18 12:19:00.723491+00:00
26580,4305723,2021-06-18 05:10:12.199089+00:00
105297,4305680,2021-06-18 05:00:23.784435+00:00
108923,4306967,2021-06-18 07:54:23.037392+00:00
108923,4306968,2021-06-18 07:54:23.050777+00:00
28621,4307285,2021-06-18 08:51:25.355200+00:00
28621,4307395,2021-06-18 09:13:10.529520+00:00
91086,4307736,2021-06-18 10:04:06.216112+00:00
106711,4308068,2021-06-18 10:52:22.727574+00:00
106711,4308075,2021-06-18 10:53:17.272277+00:00
106711,4308069,2021-06-18 10:52:22.741262+00:00
2610,4308032,2021-06-18 10:46:17.349096+00:00
89386,4306113,2021-06-18 06:09:52.871355+00:00
104394,4306563,2021-06-18 06:55:33.748487+00:00
104394,4306562,2021-06-18 06:55:33.730379+00:00
88653,4306591,2021-06-18 06:59:30.030697+00:00
104394,4306757,2021-06-18 07:18:37.674745+00:00
104394,4306854,2021-06-18 07:35:08.404064+00:00
68292,4307020,2021-06-18 08:02:36.392663+00:00
102410,4307162,2021-06-18 08:31:16.129789+00:00
28621,4307338,2021-06-18 09:00:19.849657+00:00
102410,4307370,2021-06-18 09:08:00.321352+00:00
28621,4307508,2021-06-18 09:31:15.916177+00:00
28621,4307478,2021-06-18 09:27:02.464794+00:00
110586,4309316,2021-06-18 13:18:42.855790+00:00
110586,4309112,2021-06-18 12:56:05.992259+00:00
110586,4309111,2021-06-18 12:56:05.977683+00:00
41243,4309628,2021-06-18 13:57:41.250354+00:00
60964,4309411,2021-06-18 13:32:02.933171+00:00
104394,4309575,2021-06-18 13:52:09.556599+00:00
41243,4309631,2021-06-18 13:57:59.169040+00:00
28531,4309922,2021-06-18 14:27:53.776660+00:00
18935,4309700,2021-06-18 14:07:52.770438+00:00
87138,4309714,2021-06-18 14:09:25.370109+00:00
106711,4309846,2021-06-18 14:20:49.588694+00:00
104979,4310239,2021-06-18 15:06:10.503414+00:00
104979,4310186,2021-06-18 14:58:06.801534+00:00
112250,4310181,2021-06-18 14:57:18.828091+00:00
112250,4310180,2021-06-18 14:57:18.792549+00:00
104979,4310185,2021-06-18 14:58:06.770299+00:00
105225,4310222,2021-06-18 15:03:00.544694+00:00
88653,4310434,2021-06-18 15:32:20.508443+00:00
68292,4311859,2021-06-18 19:35:33.812615+00:00
112250,4310608,2021-06-18 15:55:06.271314+00:00
112250,4310654,2021-06-18 16:02:08.442627+00:00
110434,4311670,2021-06-18 18:34:13.624503+00:00
42048,4311687,2021-06-18 18:38:53.356463+00:00
110434,4311669,2021-06-18 18:34:13.611922+00:00
11729,4308199,2021-06-18 11:21:06.284018+00:00
113340,4310912,2021-06-18 16:40:50.437603+00:00
113340,4310911,2021-06-18 16:40:50.423385+00:00
18935,4311300,2021-06-18 17:31:08.940563+00:00
88653,4311695,2021-06-18 18:41:15.498990+00:00
104394,4312408,2021-06-19 02:33:20.699592+00:00
61874,4312283,2021-06-19 01:59:06.713577+00:00
77561,4312477,2021-06-19 02:51:14.517207+00:00
77561,4312420,2021-06-19 02:35:20.349494+00:00
106963,4312736,2021-06-19 03:43:51.449622+00:00
96887,4312896,2021-06-19 04:26:12.660289+00:00
38173,4312827,2021-06-19 04:04:01.077151+00:00
106963,4312808,2021-06-19 03:58:20.289680+00:00
116092,4312882,2021-06-19 04:22:01.556184+00:00
96887,4312894,2021-06-19 04:25:36.380334+00:00
116092,4312881,2021-06-19 04:22:01.528486+00:00
96887,4312886,2021-06-19 04:24:26.095445+00:00
102410,4313102,2021-06-19 05:05:41.571360+00:00
106711,4313145,2021-06-19 05:15:10.016998+00:00
106711,4313147,2021-06-19 05:15:46.722444+00:00
106711,4313149,2021-06-19 05:16:01.902472+00:00
97220,4315502,2021-06-19 10:08:17.470824+00:00
116092,4313396,2021-06-19 05:58:22.676591+00:00
102410,4313508,2021-06-19 06:13:55.571606+00:00
26580,4313710,2021-06-19 06:42:53.496664+00:00
69176,4314039,2021-06-19 07:07:35.019386+00:00
60964,4314205,2021-06-19 07:17:08.534042+00:00
21317,4314769,2021-06-19 08:15:14.671283+00:00
2610,4314937,2021-06-19 08:40:41.767616+00:00
41094,4314965,2021-06-19 08:47:03.573176+00:00
18935,4311757,2021-06-18 18:59:43.401303+00:00
102410,4311698,2021-06-18 18:42:23.972201+00:00
110434,4313458,2021-06-19 06:05:54.913825+00:00
38599,4313754,2021-06-19 06:48:21.118187+00:00
18663,4313915,2021-06-19 07:03:03.277763+00:00
18663,4313916,2021-06-19 07:03:03.300701+00:00
2610,4315067,2021-06-19 09:01:04.876645+00:00
2610,4315264,2021-06-19 09:30:47.711398+00:00
97220,4315414,2021-06-19 09:51:57.451113+00:00
97220,4315413,2021-06-19 09:51:57.421463+00:00
83029,4315555,2021-06-19 10:16:27.536024+00:00
2610,4315489,2021-06-19 10:05:24.278650+00:00
110434,4316117,2021-06-19 11:36:16.477889+00:00
88653,4315718,2021-06-19 10:40:04.525924+00:00
60964,4315796,2021-06-19 10:50:28.722593+00:00
91086,4316292,2021-06-19 12:08:36.170020+00:00
88653,4316308,2021-06-19 12:12:06.203743+00:00
110586,4317322,2021-06-19 14:47:29.862730+00:00
81042,4315826,2021-06-19 10:54:21.135816+00:00
31835,4316695,2021-06-19 13:15:26.315023+00:00
31835,4316694,2021-06-19 13:15:26.284366+00:00
113340,4316377,2021-06-19 12:23:15.630794+00:00
105297,4305681,2021-06-18 05:00:23.797138+00:00
111721,4316757,2021-06-19 13:22:28.077859+00:00
111721,4316774,2021-06-19 13:25:04.580535+00:00
111721,4316756,2021-06-19 13:22:28.063089+00:00
110586,4317446,2021-06-19 15:05:04.609356+00:00
97220,4317464,2021-06-19 15:07:15.865445+00:00
8062,4317455,2021-06-19 15:05:58.326916+00:00
8062,4317412,2021-06-19 15:00:26.053581+00:00
38599,4317953,2021-06-19 16:23:51.119342+00:00
108107,4317727,2021-06-19 15:47:03.715349+00:00
108107,4317726,2021-06-19 15:47:03.697454+00:00
79702,4295760,2021-06-16 17:07:59.512898+00:00
95712,4319635,2021-06-20 04:33:56.437494+00:00
121538,4318213,2021-06-19 17:10:00.382142+00:00
121538,4318206,2021-06-19 17:09:34.029223+00:00
121791,4318246,2021-06-19 17:14:24.813000+00:00
121538,4318251,2021-06-19 17:15:04.901844+00:00
121538,4318252,2021-06-19 17:15:34.681438+00:00
121538,4318288,2021-06-19 17:20:06.572383+00:00
121538,4318205,2021-06-19 17:09:34.016111+00:00
121791,4318245,2021-06-19 17:14:24.796680+00:00
42048,4318733,2021-06-19 19:09:36.404908+00:00
38599,4318878,2021-06-19 21:59:30.153374+00:00
38599,4318892,2021-06-19 22:30:51.292649+00:00
25313,4238743,2021-06-09 19:25:00.827187+00:00
42048,4318692,2021-06-19 18:46:02.195629+00:00
81042,4318659,2021-06-19 18:29:31.089133+00:00
80559,4318944,2021-06-19 23:53:27.594378+00:00
80559,4318943,2021-06-19 23:53:27.577462+00:00
63748,4319136,2021-06-20 02:06:52.370766+00:00
123854,4319673,2021-06-20 04:46:28.525421+00:00
123854,4319672,2021-06-20 04:46:28.511793+00:00
106963,4319771,2021-06-20 05:05:48.905803+00:00
2610,4319499,2021-06-20 03:55:19.637462+00:00
124508,4319981,2021-06-20 05:40:42.369653+00:00
81042,4319501,2021-06-20 03:55:25.877969+00:00
106963,4319817,2021-06-20 05:18:31.034622+00:00
124508,4319982,2021-06-20 05:40:42.381609+00:00
106963,4320141,2021-06-20 06:00:00.393967+00:00
81042,4320743,2021-06-20 07:36:53.720477+00:00
111721,4320219,2021-06-20 06:14:21.072274+00:00
88653,4320490,2021-06-20 06:54:09.151577+00:00
97220,4320940,2021-06-20 08:07:02.167628+00:00
102410,4321211,2021-06-20 09:01:18.868167+00:00
28531,4321385,2021-06-20 09:31:57.296038+00:00
28531,4321386,2021-06-20 09:32:22.133607+00:00
28531,4321387,2021-06-20 09:32:32.745087+00:00
28531,4321521,2021-06-20 09:53:28.753366+00:00
110434,4321642,2021-06-20 10:10:45.591976+00:00
2610,4319553,2021-06-20 04:11:05.297502+00:00
28531,4320832,2021-06-20 07:52:23.154327+00:00
111721,4320978,2021-06-20 08:13:57.237314+00:00
110586,4321285,2021-06-20 09:15:54.488450+00:00
126073,4321501,2021-06-20 09:50:42.734617+00:00
126073,4321502,2021-06-20 09:50:42.758894+00:00
2610,4321695,2021-06-20 10:19:38.297897+00:00
19800,4321743,2021-06-20 10:25:51.763675+00:00
3439,4322657,2021-06-20 11:45:49.068664+00:00
121791,4321780,2021-06-20 10:32:27.791506+00:00
121538,4323301,2021-06-20 12:55:38.461641+00:00
60166,4322748,2021-06-20 11:51:14.427597+00:00
113340,4322923,2021-06-20 12:08:57.292611+00:00
106963,4323203,2021-06-20 12:43:28.681005+00:00
121538,4323307,2021-06-20 12:56:29.764633+00:00
88653,4323297,2021-06-20 12:55:16.356989+00:00
105297,4318415,2021-06-19 17:37:52.096724+00:00
60964,4323469,2021-06-20 13:09:13.914646+00:00
88653,4323844,2021-06-20 14:02:07.519092+00:00
89201,4324156,2021-06-20 14:42:03.047125+00:00
3421,4324586,2021-06-20 15:33:54.031348+00:00
112250,4324356,2021-06-20 15:11:57.623021+00:00
57884,4324595,2021-06-20 15:34:44.359276+00:00
113340,4324752,2021-06-20 15:50:09.872232+00:00
102410,4326684,2021-06-21 03:08:24.468502+00:00
102410,4325449,2021-06-20 17:20:35.783359+00:00
18935,4325730,2021-06-20 18:13:37.362417+00:00
129193,4325492,2021-06-20 17:29:39.176315+00:00
42048,4326113,2021-06-20 22:24:25.186113+00:00
89201,4326294,2021-06-21 01:04:21.743196+00:00
80559,4325192,2021-06-20 16:45:05.521084+00:00
121791,4325346,2021-06-20 17:05:08.829153+00:00
121791,4325498,2021-06-20 17:30:09.206938+00:00
129193,4325493,2021-06-20 17:29:39.191038+00:00
121791,4325689,2021-06-20 18:05:38.031923+00:00
102410,4326524,2021-06-21 02:23:18.533654+00:00
20817,4326526,2021-06-21 02:23:47.607275+00:00
18935,4327333,2021-06-21 05:13:33.567547+00:00
47954,4326777,2021-06-21 03:27:56.513818+00:00
92058,4326917,2021-06-21 03:51:38.680583+00:00
92058,4326918,2021-06-21 03:51:38.699563+00:00
102410,4326897,2021-06-21 03:48:16.199993+00:00
102410,4327047,2021-06-21 04:20:30.805205+00:00
123854,4327273,2021-06-21 05:03:57.195819+00:00
81042,4327605,2021-06-21 05:52:36.554083+00:00
108107,4327910,2021-06-21 06:48:14.169493+00:00
88653,4327975,2021-06-21 06:59:32.995563+00:00
2610,4328550,2021-06-21 08:38:55.291182+00:00
97285,4328609,2021-06-21 08:54:28.312106+00:00
97285,4328610,2021-06-21 08:54:28.326517+00:00
124096,4329055,2021-06-21 10:16:58.810336+00:00
28531,4328806,2021-06-21 09:33:47.418045+00:00
28531,4328854,2021-06-21 09:42:14.910621+00:00
124096,4329101,2021-06-21 10:26:28.293046+00:00
81042,4329354,2021-06-21 11:08:01.195409+00:00
81042,4329095,2021-06-21 10:24:33.640260+00:00
124096,4329054,2021-06-21 10:16:58.789886+00:00
2610,4328402,2021-06-21 08:13:12.678070+00:00
81042,4329487,2021-06-21 11:21:47.682897+00:00
113340,4330857,2021-06-21 14:39:55.509342+00:00
121791,4329891,2021-06-21 12:22:17.110497+00:00
121791,4330013,2021-06-21 12:45:48.088078+00:00
80559,4330054,2021-06-21 12:51:34.969000+00:00
112250,4330297,2021-06-21 13:26:20.130732+00:00
99595,4330465,2021-06-21 13:49:55.250190+00:00
112250,4331029,2021-06-21 15:09:10.507340+00:00
97220,4330989,2021-06-21 15:02:54.300980+00:00
95712,4331158,2021-06-21 15:29:32.191135+00:00
112250,4331034,2021-06-21 15:09:31.960790+00:00
124096,4331159,2021-06-21 15:29:44.468615+00:00
60964,4331313,2021-06-21 15:49:10.454873+00:00
135474,4331462,2021-06-21 16:10:19.923306+00:00
135474,4331463,2021-06-21 16:10:19.939449+00:00
88653,4331479,2021-06-21 16:12:09.516644+00:00
106963,4331596,2021-06-21 16:27:32.361830+00:00
79702,4331618,2021-06-21 16:29:56.083188+00:00
89201,4331824,2021-06-21 16:55:34.243575+00:00
108107,4331925,2021-06-21 17:06:22.751892+00:00
6190,4230618,2021-06-08 22:19:06.101042+00:00
35674,4332210,2021-06-21 17:51:08.678994+00:00
135896,4332352,2021-06-21 18:15:21.217630+00:00
135896,4332471,2021-06-21 18:54:00.425640+00:00
136592,4332538,2021-06-21 19:31:37.445668+00:00
17705,4332652,2021-06-21 22:09:55.984752+00:00
17705,4332651,2021-06-21 22:09:55.954565+00:00
17705,4332653,2021-06-21 22:12:05.361195+00:00
136976,4332834,2021-06-22 01:30:40.340987+00:00
136592,4332539,2021-06-21 19:31:37.475406+00:00
137006,4332853,2021-06-22 01:38:53.840852+00:00
136976,4332835,2021-06-22 01:30:40.356244+00:00
137006,4332846,2021-06-22 01:36:36.804906+00:00
137006,4332845,2021-06-22 01:36:36.788621+00:00
106963,4333315,2021-06-22 03:33:31.838183+00:00
110586,4331839,2021-06-21 16:56:39.761742+00:00
80559,4333889,2021-06-22 05:33:46.816833+00:00
89386,4333371,2021-06-22 03:42:22.995032+00:00
88653,4333506,2021-06-22 04:18:43.634662+00:00
6323,4333747,2021-06-22 05:07:58.366975+00:00
12671,4335205,2021-06-22 09:05:49.394274+00:00
102410,4333957,2021-06-22 05:46:03.486304+00:00
2610,4334136,2021-06-22 06:11:44.177379+00:00
61874,4334699,2021-06-22 07:41:43.589715+00:00
108107,4334869,2021-06-22 08:08:02.604413+00:00
12671,4335206,2021-06-22 09:06:07.118459+00:00
100171,4335417,2021-06-22 09:46:24.364150+00:00
88653,4334089,2021-06-22 06:04:46.758026+00:00
92432,4335562,2021-06-22 10:07:36.207739+00:00
92432,4335561,2021-06-22 10:07:36.193835+00:00
116092,4336299,2021-06-22 11:21:07.165075+00:00
38173,4335587,2021-06-22 10:10:39.601873+00:00
105297,4329545,2021-06-21 11:29:35.680992+00:00
111721,4336460,2021-06-22 11:43:08.897633+00:00
69508,4336663,2021-06-22 12:14:42.102560+00:00
111721,4336513,2021-06-22 11:50:02.840495+00:00
69508,4336662,2021-06-22 12:14:42.075559+00:00
30582,4337087,2021-06-22 13:23:00.283948+00:00
9747,4336720,2021-06-22 12:21:05.028366+00:00
15605,4337019,2021-06-22 13:11:51.421357+00:00
88653,4337053,2021-06-22 13:16:58.720685+00:00
30582,4337025,2021-06-22 13:13:34.932949+00:00
15605,4337018,2021-06-22 13:11:51.409183+00:00
30582,4337081,2021-06-22 13:22:05.621051+00:00
30582,4337093,2021-06-22 13:23:33.711347+00:00
30582,4337104,2021-06-22 13:24:31.843185+00:00
30582,4337151,2021-06-22 13:33:46.488187+00:00
30582,4337153,2021-06-22 13:34:02.489764+00:00
30582,4337159,2021-06-22 13:34:19.608611+00:00
30582,4337161,2021-06-22 13:34:32.597867+00:00
30582,4337162,2021-06-22 13:34:41.174226+00:00
113340,4337877,2021-06-22 15:19:19.625285+00:00
30582,4337165,2021-06-22 13:34:49.433796+00:00
30582,4337166,2021-06-22 13:34:57.113767+00:00
135896,4337189,2021-06-22 13:40:58.136782+00:00
57884,4338021,2021-06-22 15:44:15.080948+00:00
57884,4338164,2021-06-22 16:08:12.016002+00:00
57884,4279743,2021-06-14 17:27:53.071994+00:00
95712,4338199,2021-06-22 16:16:48.805942+00:00
106711,4338372,2021-06-22 16:42:02.894989+00:00
91086,4338255,2021-06-22 16:24:17.538253+00:00
106711,4338381,2021-06-22 16:42:53.193432+00:00
106711,4338375,2021-06-22 16:42:26.734187+00:00
111952,4338491,2021-06-22 17:02:35.399595+00:00
108107,4338395,2021-06-22 16:45:03.301873+00:00
108107,4338396,2021-06-22 16:45:31.767078+00:00
111952,4338492,2021-06-22 17:02:35.422959+00:00
104394,4341150,2021-06-23 08:07:06.503134+00:00
135896,4339165,2021-06-22 20:28:42.431345+00:00
6190,4339176,2021-06-22 20:47:47.670120+00:00
6190,4339187,2021-06-22 21:15:27.206922+00:00
142885,4339220,2021-06-22 22:45:02.333855+00:00
142885,4339221,2021-06-22 22:45:47.861075+00:00
6190,4339205,2021-06-22 21:55:28.524800+00:00
142885,4339219,2021-06-22 22:45:02.298210+00:00
97220,4339498,2021-06-23 02:11:23.073537+00:00
2610,4339972,2021-06-23 04:28:38.552710+00:00
88653,4340018,2021-06-23 04:38:54.894707+00:00
11729,4340303,2021-06-23 05:44:33.515707+00:00
142234,4340773,2021-06-23 06:59:21.280934+00:00
25313,4340888,2021-06-23 07:16:42.599625+00:00
144649,4340877,2021-06-23 07:15:00.352997+00:00
144649,4340876,2021-06-23 07:15:00.328591+00:00
12671,4341093,2021-06-23 07:54:39.780376+00:00
26580,4339273,2021-06-23 00:23:20.465745+00:00
26580,4339256,2021-06-23 00:09:12.847333+00:00
142234,4339436,2021-06-23 01:49:25.565973+00:00
142234,4339437,2021-06-23 01:49:25.583097+00:00
89201,4339862,2021-06-23 04:06:29.058025+00:00
102410,4339969,2021-06-23 04:27:56.081921+00:00
69176,4340341,2021-06-23 05:50:55.994617+00:00
28531,4341278,2021-06-23 08:35:35.623503+00:00
144649,4342244,2021-06-23 11:25:22.549301+00:00
144649,4341189,2021-06-23 08:15:53.446796+00:00
144649,4341425,2021-06-23 09:06:58.883553+00:00
145829,4342139,2021-06-23 11:03:47.270416+00:00
145829,4342140,2021-06-23 11:03:57.188896+00:00
112250,4342181,2021-06-23 11:11:41.052533+00:00
145829,4342138,2021-06-23 11:03:47.252943+00:00
144649,4342349,2021-06-23 11:32:49.662666+00:00
116092,4342239,2021-06-23 11:24:00.203120+00:00
146028,4342369,2021-06-23 11:33:41.444715+00:00
146028,4342315,2021-06-23 11:30:48.426773+00:00
146028,4342314,2021-06-23 11:30:48.412553+00:00
144649,4342310,2021-06-23 11:30:42.570861+00:00
147198,4343979,2021-06-23 15:16:32.932320+00:00
144649,4342488,2021-06-23 11:42:55.457933+00:00
61874,4342968,2021-06-23 12:41:16.631422+00:00
60964,4343228,2021-06-23 13:22:39.011395+00:00
60964,4343251,2021-06-23 13:26:12.626836+00:00
60964,4343259,2021-06-23 13:27:46.280130+00:00
60964,4343280,2021-06-23 13:30:53.557621+00:00
105297,4336805,2021-06-22 12:35:36.948873+00:00
60964,4343560,2021-06-23 14:12:30.543213+00:00
92432,4343053,2021-06-23 12:53:15.210463+00:00
60964,4343303,2021-06-23 13:32:47.245852+00:00
102410,4343879,2021-06-23 15:02:39.457837+00:00
141836,4343895,2021-06-23 15:05:00.452807+00:00
141836,4343896,2021-06-23 15:05:00.509724+00:00
147198,4343980,2021-06-23 15:16:32.946739+00:00
106963,4345907,2021-06-24 03:31:43.316218+00:00
141836,4344060,2021-06-23 15:27:14.958582+00:00
61054,4344033,2021-06-23 15:24:15.962993+00:00
142315,4344244,2021-06-23 15:55:20.456114+00:00
142315,4344263,2021-06-23 15:56:42.190712+00:00
12671,4239051,2021-06-10 00:55:43.588729+00:00
142315,4344243,2021-06-23 15:55:20.441079+00:00
113340,4344683,2021-06-23 17:06:51.441618+00:00
12671,4345007,2021-06-23 18:03:08.103725+00:00
135896,4345203,2021-06-23 19:06:56.064444+00:00
19800,4343750,2021-06-23 14:45:17.004670+00:00
108107,4344661,2021-06-23 17:04:31.121615+00:00
89201,4344816,2021-06-23 17:30:59.456946+00:00
108107,4344775,2021-06-23 17:23:05.874141+00:00
95712,4346964,2021-06-24 06:44:34.960804+00:00
92432,4346292,2021-06-24 04:54:19.598269+00:00
104394,4346590,2021-06-24 05:47:51.115338+00:00
104394,4346729,2021-06-24 06:07:56.621182+00:00
89201,4346802,2021-06-24 06:18:21.462668+00:00
104394,4347460,2021-06-24 08:08:08.674992+00:00
142885,4347116,2021-06-24 07:05:48.095539+00:00
